date,year,month,waterYear,WaterTemp_QL,WaterTemp_QC,WaterTemp_UQL,WaterTemp,WaterTemp_Med,WaterTemp_Avg,WaterTemp_Min,WaterTemp_Max
2015-09-15,2015,Sep,2014-2015,1,MV:15 of 24 missing:1 of 24 flagged,3,17.177,17.439,17.35271296,15.939,18.271
2015-09-16,2015,Sep,2014-2015,1,,2,12.34,12.576,13.95912674,12.074,18.152
2015-09-17,2015,Sep,2014-2015,1,,2,12.654,12.651125,12.66645486,12.292,13.088
2015-09-18,2015,Sep,2014-2015,1,,2,12.896,12.778,12.80427431,12.666,12.92
2015-09-19,2015,Sep,2014-2015,1,,2,13.016,12.947,12.970375,12.823,13.185
2015-09-20,2015,Sep,2014-2015,1,,2,13.281,13.185,13.14909549,13.016,13.305
2015-09-21,2015,Sep,2014-2015,1,,2,12.992,13.112,13.11793229,12.944,13.305
2015-09-22,2015,Sep,2014-2015,1,,2,12.703,12.853,12.85028646,12.703,13.04
2015-09-23,2015,Sep,2014-2015,1,,2,12.823,12.663,12.69649306,12.485,12.847
2015-09-24,2015,Sep,2014-2015,1,,2,12.823,12.835,12.85560417,12.775,13.088
2015-09-25,2015,Sep,2014-2015,1,,2,12.703,12.73,12.74282639,12.678,12.823
2015-09-26,2015,Sep,2014-2015,1,,2,12.509,12.612,12.66420486,12.437,13.064
2015-09-27,2015,Sep,2014-2015,1,,2,12.437,12.534,12.56972917,12.437,12.775
2015-09-28,2015,Sep,2014-2015,1,,2,12.122,12.449,12.48052604,12.122,12.654
2015-09-29,2015,Sep,2014-2015,1,,2,12.05,12.3765,12.34013194,12.05,12.534
2015-09-30,2015,Sep,2014-2015,1,,2,12.05,12.192,12.15989583,11.977,12.34
2015-10-01,2015,Oct,2015-2016,1,,2,11.977,12.046875,12.06250868,11.71,12.34
2015-10-02,2015,Oct,2015-2016,1,,2,11.856,11.868,11.82982118,11.516,12.05
2015-10-03,2015,Oct,2015-2016,1,,2,11.516,11.504,11.50024306,11.37,11.953
2015-10-04,2015,Oct,2015-2016,1,,2,11.37,11.452,11.43595486,11.297,11.734
2015-10-05,2015,Oct,2015-2016,1,,2,11.88,11.63125,11.71539236,11.346,12.05
2015-10-06,2015,Oct,2015-2016,1,,2,11.904,11.974,11.96431944,11.856,12.074
2015-10-07,2015,Oct,2015-2016,1,,2,11.71,11.832,11.83126736,11.686,11.929
2015-10-08,2015,Oct,2015-2016,1,,2,11.929,11.901,11.86938368,11.71,11.953
2015-10-09,2015,Oct,2015-2016,1,,2,12.05,12.001,11.99707465,11.856,12.147
2015-10-10,2015,Oct,2015-2016,1,,2,11.953,12.01,12.03646701,11.953,12.147
