date,year,month,waterYear,WaterTemp_QL,WaterTemp_QC,WaterTemp_UQL,WaterTemp,WaterTemp_Med,WaterTemp_Avg,WaterTemp_Min,WaterTemp_Max
2015-09-14,2015,Sep,2014-2015,1,AR:MV:24 of 24 missing:2 of 24 flagged,9,,,,,
2015-09-15,2015,Sep,2014-2015,1,AR:MV:9 of 24 missing:12 of 24 flagged,4,11.783,12.908,13.88725972,11.734,18.949
2015-09-16,2015,Sep,2014-2015,1,,2,12.292,11.952875,12.13367188,11.613,12.775
2015-09-17,2015,Sep,2014-2015,1,,2,11.953,11.949875,12.02528993,11.686,12.461
2015-09-18,2015,Sep,2014-2015,1,,2,11.977,11.962,12.05544444,11.734,12.678
2015-09-19,2015,Sep,2014-2015,1,,2,12.074,11.956,11.96621354,11.759,12.268
2015-09-20,2015,Sep,2014-2015,1,,2,12.437,12.15575,12.13615451,11.686,12.558
2015-09-21,2015,Sep,2014-2015,1,,2,12.195,12.001,12.08703819,11.856,12.534
2015-09-22,2015,Sep,2014-2015,1,,2,11.953,12.095,12.13754514,11.953,12.582
2015-09-23,2015,Sep,2014-2015,1,,2,12.147,12.147,12.12846875,11.856,12.268
2015-09-24,2015,Sep,2014-2015,1,,2,12.025,12.147,12.12977431,11.832,12.364
2015-09-25,2015,Sep,2014-2015,1,,2,11.977,12.107,12.09454167,11.88,12.485
2015-09-26,2015,Sep,2014-2015,1,,2,12.001,11.953,12.00671528,11.783,12.485
2015-09-27,2015,Sep,2014-2015,1,,2,11.686,11.886125,11.91921354,11.637,12.292
2015-09-28,2015,Sep,2014-2015,1,,2,11.565,11.85,11.91823785,11.565,12.799
2015-09-29,2015,Sep,2014-2015,1,,2,11.589,11.7285,11.87282639,11.467,12.703
2015-09-30,2015,Sep,2014-2015,1,,2,11.443,11.634125,11.76469792,11.346,12.558
2015-10-01,2015,Oct,2015-2016,1,,2,11.419,11.501,11.58173611,11.419,12.219
2015-10-02,2015,Oct,2015-2016,1,,2,11.613,11.494875,11.53936458,11.346,11.783
2015-10-03,2015,Oct,2015-2016,1,,2,11.71,11.56775,11.54355382,11.273,11.807
2015-10-04,2015,Oct,2015-2016,1,,2,11.516,11.577,11.59503819,11.394,11.832
2015-10-05,2015,Oct,2015-2016,1,,2,11.419,11.452125,11.47525174,11.297,11.807
2015-10-06,2015,Oct,2015-2016,1,,2,11.394,11.467,11.4766059,11.321,11.637
2015-10-07,2015,Oct,2015-2016,1,,2,11.346,11.47325,11.4683125,11.297,11.565
2015-10-08,2015,Oct,2015-2016,1,,2,11.394,11.55525,11.57495833,11.346,11.856
2015-10-09,2015,Oct,2015-2016,1,,2,11.419,11.671,11.74918576,11.321,12.364
2015-10-10,2015,Oct,2015-2016,1,,2,11.346,11.327375,11.34117535,11.005,11.613
2015-10-11,2015,Oct,2015-2016,1,,2,11.321,11.37,11.37118924,11.273,11.467
2015-10-12,2015,Oct,2015-2016,1,,2,11.053,11.12075,11.16054861,10.638,11.565
2015-10-13,2015,Oct,2015-2016,1,,2,11.224,11.142,11.15225174,10.883,11.54
2015-10-14,2015,Oct,2015-2016,1,,2,11.321,11.248,11.24207465,10.98,11.492
2015-10-15,2015,Oct,2015-2016,1,,2,11.248,11.169,11.17127257,10.834,11.37
2015-10-16,2015,Oct,2015-2016,1,,2,11.175,11.127,11.14074479,10.956,11.346
